cluster	priority	recommended_action	volume_band	phrase	frequency_msk_spb	seed	source
INFO	P3	content_or_cpc_minus	low	закон о обезличивании данных	19	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	обезличивание данных в 1с	19	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	системы обезличивания данных	19	обезличивание данных	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для создания ворд документов	19	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	лучшая нейросеть для анализа документов	19	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для заполнения документов	19	нейросеть для документов	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	нейросеть для презентаций по документу	19	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	ии для руководителя проектов	19	ии для руководителя	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	z ai агент	19	ai агент	wordstat_extra
NEGATIVE	P0	minus_candidate	low	ai агент скачать	19	ai агент	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для производства	19	нейросеть для производства	wordstat_extra
HOT_SERVICE	P1	search_keyword_core	low	создание ии агентов для бизнеса	18	ии для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	база ии для бизнеса	18	ии для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	low	искусственный интеллект для бизнеса бесплатно	18	искусственный интеллект для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	разработка дизайна нейросетью	18	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть разработка проекта	18	разработка нейросетей	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	платформы для разработки искусственного интеллекта	18	разработка искусственного интеллекта	wordstat_existing
INFO	P3	content_or_cpc_minus	low	агенты искусственного интеллекта руководство по разработке	18	разработка искусственного интеллекта	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	система retrieval augmented generation rag	18	rag система	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизация бумажного документооборота	18	автоматизация документооборота	wordstat_existing
INFO	P3	content_or_cpc_minus	low	промпт инжиниринг книги	18	промпт инжиниринг	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	согласие на обезличивание персональных данных	18	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	обезличивание персональных данных фз	18	обезличивание данных	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	ии для документооборота	18	ии для документооборота	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	автоматизация торговых компаний	18	автоматизация компании	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	компания газпром автоматизация	18	автоматизация компании	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	автоматизация внедрение технологии компания	18	автоматизация компании	wordstat_existing
INFO	P3	content_or_cpc_minus	low	какой ai агент лучше	18	ai агент	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	локальное развертывание llm	18	локальная llm	wordstat_extra
INFO	P3	content_or_cpc_minus	low	локальные llm 2026	18	локальная llm	wordstat_extra
NEGATIVE	P0	minus_candidate	low	ии для бизнес плана бесплатно	17	ии для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	low	как использовать ии для бизнеса	17	ии для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	ии сотрудники для бизнеса	17	ии для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросети для бизнеса практикум	17	нейросети для бизнеса	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	нейросети для бизнеса яндекс практикум	17	нейросети для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	low	методы промпт инжиниринг	17	промпт инжиниринг	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	промпт инжиниринг zero shot	17	промпт инжиниринг	wordstat_existing
NEGATIVE	P0	minus_candidate	low	специалист по внедрению ии вакансии	17	специалист по внедрению ии	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	обязательное обезличивание персональных данных	17	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	средства обезличивания персональных данных	17	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	правила обезличивания персональных данных	17	обезличивание данных	wordstat_existing
INFO	P3	content_or_cpc_minus	low	что значит обезличивание данных	17	обезличивание данных	wordstat_existing
INFO	P3	content_or_cpc_minus	low	что значит обезличивание персональных данных	17	обезличивание данных	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для перевода документов	17	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	технологии автоматизация бизнес компания	17	автоматизация компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	использование нейросетей в бизнесе	17	использование нейросетей в бизнесе	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	on premise llm	17	on premise llm	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	just ai платформа	17	just ai	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	just ai copilot	17	just ai	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	цифровые виртуальные ассистенты	17	цифровой ассистент	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	платформа цифровых ассистентов	17	цифровой ассистент	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	локальная llm для программирования	17	локальная llm	wordstat_extra
INFO	P3	content_or_cpc_minus	low	как развернуть llm локально	17	локальная llm	wordstat_extra
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	чат бот по документам	17	чат бот по документам	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	ии для бизнеса в россии	16	ии для бизнеса	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	промты для gpt бизнес	16	gpt для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	ии ассистент для руководителя	16	ии ассистент руководителя	wordstat_existing
INFO	P3	content_or_cpc_minus	low	разработка федерального закона об искусственном интеллекте	16	разработка искусственного интеллекта	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	безопасны ли rag системы	16	rag система	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизация документооборот бизнес процессы	16	автоматизация документооборота	wordstat_existing
INFO	P3	content_or_cpc_minus	low	обезличивание персональных данных в 2026	16	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	положение об обезличивании персональных данных	16	обезличивание данных	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	нейросеть для создания презентаций по документу	16	нейросеть для документов	wordstat_existing
NEGATIVE	P0	minus_candidate	low	разработка чат ботов в макс	16	разработка чат ботов	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	применение ии в бизнес процессах	16	применение ии в бизнесе	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	ии агенты новые сотрудники	16	ии сотрудник	wordstat_extra
INFO	P3	content_or_cpc_minus	low	лучшие локальные llm модели	16	локальная llm	wordstat_extra
INFO	P3	content_or_cpc_minus	low	топ локальных llm	16	локальная llm	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	внедрение нейросетей в бизнес	15	внедрение нейросетей в бизнес	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	low	внедрение ии на производстве	15	внедрение ии на производстве	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	автоматизация с помощью нейросетей	15	автоматизация с помощью нейросетей	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	искусственный интеллект для создания бизнеса	15	искусственный интеллект для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросети для бизнес аналитика	15	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для бизнес аналитики	15	нейросети для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	low	нейросети для бизнеса книга	15	нейросети для бизнеса	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	применение мультиагентных систем	15	мультиагентные системы	wordstat_existing
INFO	P3	content_or_cpc_minus	low	этапы разработки искусственного интеллекта	15	разработка искусственного интеллекта	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	средства автоматизации документооборота	15	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизация делопроизводства электронный документооборот	15	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	системы автоматизации делопроизводства и документооборота	15	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	цифры промпт инжиниринг	15	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	low	разработчик искусственного интеллекта и нейросетей	15	разработчик нейросетей	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	автоматизация процессов с помощью искусственного интеллекта	15	автоматизация с искусственным интеллектом	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	акт обезличивания персональных данных	15	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	обезличивание перс данных	15	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	сфера обезличивание данных	15	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	обезличивание персональных данных документы	15	обезличивание данных	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для создания документов word	15	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросети для пересказа документов	15	нейросеть для документов	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	low	разработка ии агентов для бизнеса	15	ии агенты для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	чат бот создать для бизнеса	15	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	разработка и внедрение чат ботов	15	разработка чат ботов	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	автоматизация технологических процессов компании	15	автоматизация компании	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	ооо компания системы автоматизации	15	автоматизация компании	wordstat_existing
NEGATIVE	P0	minus_candidate	low	курсы ии для руководителей	15	ии для руководителя	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	генеративный ии для руководителей	15	ии для руководителя	wordstat_existing
NEGATIVE	P0	minus_candidate	low	агент ии разработка курс	15	разработка ии агентов	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	rag внедрение	15	внедрение rag	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	руководитель цифровых сотрудников	15	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	just done ai	15	just ai	wordstat_existing
NEGATIVE	P0	minus_candidate	low	цифровой ассистент преподавателя	15	цифровой ассистент	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	цифровой ассистент помощник	15	цифровой ассистент	wordstat_extra
NEGATIVE	P0	minus_candidate	low	обучение ии уволили сотрудников	15	ии сотрудник	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	компьютер для локальной llm	15	локальная llm	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	локальная llm для генерации изображений	15	локальная llm	wordstat_extra
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	ии для ведения протокола совещания	15	ии протокол совещания	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	искусственный интеллект для автоматизации бизнес процессов	14	искусственный интеллект для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросети для бизнеса отзывы	14	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нетология нейросети для бизнеса	14	нейросети для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	low	ии обучение внедрение ai под ключ	14	ии под ключ	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	создание ии ассистента для бизнеса	14	ии ассистент для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	ии нейросеть разработка	14	разработка нейросетей	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	low	разработка нейросетей компания	14	разработка нейросетей	wordstat_existing
INDUSTRY_OTHER	P2	separate_vertical_test	low	разработки искусственного интеллекта в медицине	14	разработка искусственного интеллекта	wordstat_existing
NEGATIVE	P0	minus_candidate	low	курсы разработки искусственного интеллекта	14	разработка искусственного интеллекта	wordstat_existing
INFO	P3	content_or_cpc_minus	low	методы разработки систем искусственного интеллекта	14	разработка искусственного интеллекта	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	rag система ai	14	rag система	wordstat_existing
NEGATIVE	P0	minus_candidate	low	скачать промпт инжиниринг практическое руководство владимир водолазский	14	промпт инжиниринг	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	процедура обезличивания персональных данных	14	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	обезличивание персональных данных 996	14	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	система обезличивания персональных данных	14	обезличивание данных	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для составления документов	14	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для фото на документы	14	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для форматирования документов	14	нейросеть для документов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	max для бизнеса чат бот	14	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	чат боты для тг бизнес	14	чат бот для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	low	разработка чат ботов обучение	14	разработка чат ботов	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	автоматизация маркетинга компании	14	автоматизация компании	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	компании занимающиеся автоматизацией процессов	14	автоматизация компании	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	автоматизация логистических компаний	14	автоматизация компании	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	цифровая грамотность сотрудников	14	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	цифровое рабочее место сотрудника	14	цифровой сотрудник	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	запуск llm моделей локально	14	локальная llm	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	локальные llm mac mini	14	локальная llm	wordstat_extra
HOT_SERVICE	P1	search_keyword_core	low	внедрение ии в бизнес решения	13	внедрение ии в бизнес	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	low	интеграция ии в бизнес процессы	13	интеграция ии в бизнес	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	автоматизация бизнес процессов с помощью ии	13	автоматизация бизнеса с помощью ии	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	chat gpt для бизнеса	13	gpt для бизнеса	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	лаборатория мультиагентных систем	13	мультиагентные системы	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	архитектура мультиагентной системы	13	мультиагентные системы	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть новые разработки	13	разработка нейросетей	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	кто занимается разработкой искусственного интеллекта	13	разработка искусственного интеллекта	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	low	разработка искусственного интеллекта на python	13	разработка искусственного интеллекта	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	комплексная автоматизация документооборот	13	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	системы автоматизации документооборота организации	13	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизация внутреннего документооборота	13	автоматизация документооборота	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	компания внедрила нейросеть	13	внедрить нейросеть	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	фз 152 обезличивание персональных данных	13	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	согласие на обработку персональных данных обезличивание	13	обезличивание данных	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для оформления документов по госту	13	нейросеть для документов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	мах для бизнеса чат бот	13	чат бот для бизнеса	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	готовые ии агенты для разработки	13	разработка ии агентов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	нейросеть протокол совещаний	13	протокол совещания нейросеть	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	электронная цифровая подпись сотрудника	13	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	ооо цифровые отзывы сотрудников	13	цифровой сотрудник	wordstat_existing
NEGATIVE	P0	minus_candidate	low	бки через цифрового ассистента	13	цифровой ассистент	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	искусственный интеллект для среднего бизнеса	12	искусственный интеллект для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	искусственный интеллект для вашего бизнеса	12	искусственный интеллект для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	инструменты для разработки искусственного интеллекта	12	разработка искусственного интеллекта	wordstat_existing
INFO	P3	content_or_cpc_minus	low	история разработки искусственного интеллекта	12	разработка искусственного интеллекта	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	цель автоматизации документооборота	12	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизация технического документооборота	12	автоматизация документооборота	wordstat_existing
INFO	P3	content_or_cpc_minus	low	введение в промпт инжиниринг	12	промпт инжиниринг	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	промпт инжиниринг яндекс	12	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	low	нейросети разработчик работа	12	разработчик нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть название для компании	12	нейросеть для компании	wordstat_existing
INDUSTRY_PRODUCTION	P2	search_keyword_industry	low	применение искусственного интеллекта на производстве	12	искусственный интеллект на производстве	wordstat_existing
INFO	P3	content_or_cpc_minus	low	обезличивание персональных данных приказ 996	12	обезличивание данных	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	образцы обезличивания данных	12	обезличивание данных	wordstat_existing
NEGATIVE	P0	minus_candidate	low	бесплатная нейросеть для создания документов	12	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для проверки документов	12	нейросеть для документов	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	цифровой мониторинг сотрудников	12	цифровой сотрудник	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	gigachat для бизнеса	12	gigachat для бизнеса	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	just ai conversations	12	just ai	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	ии для поиска сотрудников	12	ии сотрудник	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	витрина ии сервисов для сотрудников правительства москвы	12	ии сотрудник	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	локальная llm на андроид	12	локальная llm	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	llm без цензуры локально	12	локальная llm	wordstat_extra
NEGATIVE	P0	minus_candidate	low	бесплатные локальные llm	12	локальная llm	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	видеокарта для локальной llm	12	локальная llm	wordstat_extra
INDUSTRY_PRODUCTION	P2	search_keyword_industry	low	предиктивное обслуживание ии	12	предиктивное обслуживание	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	искусственный интеллект для малого бизнеса	11	искусственный интеллект для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	low	искусственный интеллект для бизнеса курсы	11	искусственный интеллект для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	искусственный интеллект для бизнес аналитики	11	искусственный интеллект для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	искусственный интеллект для бизнес плана	11	искусственный интеллект для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	low	топ нейросетей для бизнеса	11	нейросети для бизнеса	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	эмерджентные мультиагентные системы	11	мультиагентные системы	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	проект автоматизации документооборота	11	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	система электронного документооборота автоматизации делопроизводства	11	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	1с документооборот комплексная автоматизация	11	автоматизация документооборота	wordstat_existing
INFO	P3	content_or_cpc_minus	low	пример задачи промпт инжиниринга	11	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	low	навыки промпт инжиниринга	11	промпт инжиниринг	wordstat_existing
NEGATIVE	P0	minus_candidate	low	промпт инжиниринг вакансии	11	промпт инжиниринг	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	создание нейросети для компании	11	нейросеть для компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	голосовой ии ассистент на пк	11	голосовой ии ассистент	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	чат боты телеграм для бизнеса	11	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	разработка чат бота python	11	разработка чат ботов	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	ии агент для руководителя	11	ии для руководителя	wordstat_existing
NEGATIVE	P0	minus_candidate	low	цифровое обучение сотрудников компании	11	цифровой сотрудник	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	цифровой домовой отзывы сотрудников	11	цифровой сотрудник	wordstat_existing
NEGATIVE	P0	minus_candidate	low	цифровой ассистент макс	11	цифровой ассистент	wordstat_extra
INFO	P3	content_or_cpc_minus	low	как поменять цифрового ассистента	11	цифровой ассистент	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	ии для анализа работы сотрудников	11	ии сотрудник	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	рейтинг локальных llm	11	локальная llm	wordstat_extra
NEGATIVE	P0	minus_candidate	low	внедрение ии в бизнес обучение	10	внедрение ии в бизнес	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	кейс внедрения ии в бизнес	10	внедрение ии в бизнес	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	low	разработка искусственного интеллекта для бизнеса	10	искусственный интеллект для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	low	искусственный интеллект для бизнеса скачать	10	искусственный интеллект для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для генерации бизнеса	10	нейросети для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	low	курс нейросети для бизнеса отзывы	10	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросети для бизнеса маркетинга	10	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросети для бизнеса и управленцев нетология	10	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для бизнес анализа	10	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросети для автоматизации бизнеса	10	нейросети для бизнеса	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	почему мультиагентные системы называются мультиагентными системами	10	мультиагентные системы	wordstat_existing
NEGATIVE	P0	minus_candidate	low	бесплатные нейросети для разработки	10	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для разработки кода	10	разработка нейросетей	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	построение rag системы	10	rag система	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизация процессов документооборота в организации	10	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизация документооборота в логистике	10	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизации кадрового документооборота	10	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	преимущество автоматизации документооборота	10	автоматизация документооборота	wordstat_existing
INFO	P3	content_or_cpc_minus	low	промпт инжиниринг статьи	10	промпт инжиниринг	wordstat_existing
INFO	P3	content_or_cpc_minus	low	разработчик создал нейросеть	10	разработчик нейросетей	wordstat_existing
NEGATIVE	P0	minus_candidate	low	курс разработчик нейросетей	10	разработчик нейросетей	wordstat_existing
INFO	P3	content_or_cpc_minus	low	как внедрить искусственный интеллект в свой бизнес	10	внедрить искусственный интеллект	wordstat_existing
INFO	P3	content_or_cpc_minus	low	нейросеть для изменения документов	10	нейросеть для документов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	чат боты для бизнеса в телеграмм	10	чат бот для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	услуга разработки чат бота	10	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	проект разработка чат бота	10	разработка чат ботов	wordstat_existing
NEGATIVE	P0	minus_candidate	low	chatgpt разработка компании openai чат бот бесплатно	10	разработка чат ботов	wordstat_existing
INDUSTRY_PRODUCTION	P2	search_keyword_industry	low	ии решения для производства	10	ии для производства	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	цифровые технологии обеспечивающие мобильность работы сотрудников организации	10	цифровой сотрудник	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	just ai agent platform cloud	10	just ai	wordstat_existing
NEGATIVE	P0	minus_candidate	low	узнать свое бки через цифрового ассистента	10	цифровой ассистент	wordstat_extra
INFO	P3	content_or_cpc_minus	low	как использовать llm локально	10	локальная llm	wordstat_extra
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	протокол совещания с помощью ии	10	ии протокол совещания	wordstat_extra
